"","agegrp","cob","ethgrp","pop_EW","pop_E"
"715"," 15 to 24","Born outside the UK and Rest of Europe","Mixed/multiple ethnic groups: White and Black Caribbean/ White and Black African/White and Asian/Other Mixed, Asian/Asian British: Other Asian, Other ethnic group: Arab, Other ethnic group: Any other ethnic group","72669","70791"
"716"," 15 to 24","Born outside the UK and Rest of Europe","Asian/Asian British: Indian","24063","23529"
"717"," 15 to 24","Born outside the UK and Rest of Europe","Asian/Asian British: Pakistani","21788","21550"
"718"," 15 to 24","Born outside the UK and Rest of Europe","Asian/Asian British: Bangladeshi","11071","10769"
"719"," 15 to 24","Born outside the UK and Rest of Europe","Asian/Asian British: Chinese","46335","44501"
"720"," 15 to 24","Born outside the UK and Rest of Europe","Black/African/Caribbean/Black British","65513","64454"
"721"," 25 to 29","Total: Country of birth","Total: Ethnic group","1922311","1830345"
"722"," 25 to 29","Total: Country of birth","White: English/Welsh/Scottish/Northern Irish/British/Irish/Gypsy or Irish Traveller/Other White","1544189","1458307"
"723"," 25 to 29","Total: Country of birth","Mixed/multiple ethnic groups: White and Black Caribbean/ White and Black African/White and Asian/Other Mixed, Asian/Asian British: Other Asian, Other ethnic group: Arab, Other ethnic group: Any other ethnic group","118576","116056"
"724"," 25 to 29","Total: Country of birth","Asian/Asian British: Indian","75887","75048"
"725"," 25 to 29","Total: Country of birth","Asian/Asian British: Pakistani","57483","56889"
"726"," 25 to 29","Total: Country of birth","Asian/Asian British: Bangladeshi","23960","23400"
"727"," 25 to 29","Total: Country of birth","Asian/Asian British: Chinese","24552","23839"
"728"," 25 to 29","Total: Country of birth","Black/African/Caribbean/Black British","77664","76806"
"729"," 25 to 29","Born in UK or Rest of Europe","Total: Ethnic group","1659529","1572374"
"730"," 25 to 29","Born in UK or Rest of Europe","White: English/Welsh/Scottish/Northern Irish/British/Irish/Gypsy or Irish Traveller/Other White","1491017","1406145"
"731"," 25 to 29","Born in UK or Rest of Europe","Mixed/multiple ethnic groups: White and Black Caribbean/ White and Black African/White and Asian/Other Mixed, Asian/Asian British: Other Asian, Other ethnic group: Arab, Other ethnic group: Any other ethnic group","57547","56265"
"732"," 25 to 29","Born in UK or Rest of Europe","Asian/Asian British: Indian","37245","37022"
"733"," 25 to 29","Born in UK or Rest of Europe","Asian/Asian British: Pakistani","30038","29728"
"734"," 25 to 29","Born in UK or Rest of Europe","Asian/Asian British: Bangladeshi","9011","8825"
"735"," 25 to 29","Born in UK or Rest of Europe","Asian/Asian British: Chinese","5595","5465"
"736"," 25 to 29","Born in UK or Rest of Europe","Black/African/Caribbean/Black British","29076","28924"
"737"," 25 to 29","Born outside the UK and Rest of Europe","Total: Ethnic group","262782","257971"
"738"," 25 to 29","Born outside the UK and Rest of Europe","White: English/Welsh/Scottish/Northern Irish/British/Irish/Gypsy or Irish Traveller/Other White","53172","52162"
"739"," 25 to 29","Born outside the UK and Rest of Europe","Mixed/multiple ethnic groups: White and Black Caribbean/ White and Black African/White and Asian/Other Mixed, Asian/Asian British: Other Asian, Other ethnic group: Arab, Other ethnic group: Any other ethnic group","61029","59791"
"740"," 25 to 29","Born outside the UK and Rest of Europe","Asian/Asian British: Indian","38642","38026"
"741"," 25 to 29","Born outside the UK and Rest of Europe","Asian/Asian British: Pakistani","27445","27161"
"742"," 25 to 29","Born outside the UK and Rest of Europe","Asian/Asian British: Bangladeshi","14949","14575"
"743"," 25 to 29","Born outside the UK and Rest of Europe","Asian/Asian British: Chinese","18957","18374"
"744"," 25 to 29","Born outside the UK and Rest of Europe","Black/African/Caribbean/Black British","48588","47882"
"745"," 30 to 34","Total: Country of birth","Total: Ethnic group","1841459","1754318"
"746"," 30 to 34","Total: Country of birth","White: English/Welsh/Scottish/Northern Irish/British/Irish/Gypsy or Irish Traveller/Other White","1466999","1386039"
"747"," 30 to 34","Total: Country of birth","Mixed/multiple ethnic groups: White and Black Caribbean/ White and Black African/White and Asian/Other Mixed, Asian/Asian British: Other Asian, Other ethnic group: Arab, Other ethnic group: Any other ethnic group","115085","112418"
"748"," 30 to 34","Total: Country of birth","Asian/Asian British: Indian","77109","76059"
"749"," 30 to 34","Total: Country of birth","Asian/Asian British: Pakistani","55570","54965"
"750"," 30 to 34","Total: Country of birth","Asian/Asian British: Bangladeshi","22448","21934"
"751"," 30 to 34","Total: Country of birth","Asian/Asian British: Chinese","20431","19916"
"752"," 30 to 34","Total: Country of birth","Black/African/Caribbean/Black British","83817","82987"
"753"," 30 to 34","Born in UK or Rest of Europe","Total: Ethnic group","1548881","1467117"
"754"," 30 to 34","Born in UK or Rest of Europe","White: English/Welsh/Scottish/Northern Irish/British/Irish/Gypsy or Irish Traveller/Other White","1411072","1331093"
"755"," 30 to 34","Born in UK or Rest of Europe","Mixed/multiple ethnic groups: White and Black Caribbean/ White and Black African/White and Asian/Other Mixed, Asian/Asian British: Other Asian, Other ethnic group: Arab, Other ethnic group: Any other ethnic group","45315","44298"
"756"," 30 to 34","Born in UK or Rest of Europe","Asian/Asian British: Indian","32445","32270"
"757"," 30 to 34","Born in UK or Rest of Europe","Asian/Asian British: Pakistani","24930","24656"
"758"," 30 to 34","Born in UK or Rest of Europe","Asian/Asian British: Bangladeshi","5213","5130"
"759"," 30 to 34","Born in UK or Rest of Europe","Asian/Asian British: Chinese","4273","4176"
"760"," 30 to 34","Born in UK or Rest of Europe","Black/African/Caribbean/Black British","25633","25494"
"761"," 30 to 34","Born outside the UK and Rest of Europe","Total: Ethnic group","292578","287201"
"762"," 30 to 34","Born outside the UK and Rest of Europe","White: English/Welsh/Scottish/Northern Irish/British/Irish/Gypsy or Irish Traveller/Other White","55927","54946"
"763"," 30 to 34","Born outside the UK and Rest of Europe","Mixed/multiple ethnic groups: White and Black Caribbean/ White and Black African/White and Asian/Other Mixed, Asian/Asian British: Other Asian, Other ethnic group: Arab, Other ethnic group: Any other ethnic group","69770","68120"
"764"," 30 to 34","Born outside the UK and Rest of Europe","Asian/Asian British: Indian","44664","43789"
"765"," 30 to 34","Born outside the UK and Rest of Europe","Asian/Asian British: Pakistani","30640","30309"
"766"," 30 to 34","Born outside the UK and Rest of Europe","Asian/Asian British: Bangladeshi","17235","16804"
"767"," 30 to 34","Born outside the UK and Rest of Europe","Asian/Asian British: Chinese","16158","15740"
"768"," 30 to 34","Born outside the UK and Rest of Europe","Black/African/Caribbean/Black British","58184","57493"
"769"," 35 to 39","Total: Country of birth","Total: Ethnic group","1876241","1783534"
"770"," 35 to 39","Total: Country of birth","White: English/Welsh/Scottish/Northern Irish/British/Irish/Gypsy or Irish Traveller/Other White","1552543","1465316"
"771"," 35 to 39","Total: Country of birth","Mixed/multiple ethnic groups: White and Black Caribbean/ White and Black African/White and Asian/Other Mixed, Asian/Asian British: Other Asian, Other ethnic group: Arab, Other ethnic group: Any other ethnic group","106476","103819"
"772"," 35 to 39","Total: Country of birth","Asian/Asian British: Indian","59856","59072"
"773"," 35 to 39","Total: Country of birth","Asian/Asian British: Pakistani","42252","41815"
"774"," 35 to 39","Total: Country of birth","Asian/Asian British: Bangladeshi","17685","17274"
"775"," 35 to 39","Total: Country of birth","Asian/Asian British: Chinese","16206","15772"
"776"," 35 to 39","Total: Country of birth","Black/African/Caribbean/Black British","81223","80466"
"777"," 35 to 39","Born in UK or Rest of Europe","Total: Ethnic group","1605571","1518003"
"778"," 35 to 39","Born in UK or Rest of Europe","White: English/Welsh/Scottish/Northern Irish/British/Irish/Gypsy or Irish Traveller/Other White","1500015","1413895"
"779"," 35 to 39","Born in UK or Rest of Europe","Mixed/multiple ethnic groups: White and Black Caribbean/ White and Black African/White and Asian/Other Mixed, Asian/Asian British: Other Asian, Other ethnic group: Arab, Other ethnic group: Any other ethnic group","34469","33619"
"780"," 35 to 39","Born in UK or Rest of Europe","Asian/Asian British: Indian","24627","24473"
"781"," 35 to 39","Born in UK or Rest of Europe","Asian/Asian British: Pakistani","15610","15454"
"782"," 35 to 39","Born in UK or Rest of Europe","Asian/Asian British: Bangladeshi","2536","2472"
"783"," 35 to 39","Born in UK or Rest of Europe","Asian/Asian British: Chinese","3178","3105"
"784"," 35 to 39","Born in UK or Rest of Europe","Black/African/Caribbean/Black British","25136","24985"
"785"," 35 to 39","Born outside the UK and Rest of Europe","Total: Ethnic group","270670","265531"
"786"," 35 to 39","Born outside the UK and Rest of Europe","White: English/Welsh/Scottish/Northern Irish/British/Irish/Gypsy or Irish Traveller/Other White","52528","51421"
"787"," 35 to 39","Born outside the UK and Rest of Europe","Mixed/multiple ethnic groups: White and Black Caribbean/ White and Black African/White and Asian/Other Mixed, Asian/Asian British: Other Asian, Other ethnic group: Arab, Other ethnic group: Any other ethnic group","72007","70200"
"788"," 35 to 39","Born outside the UK and Rest of Europe","Asian/Asian British: Indian","35229","34599"
"789"," 35 to 39","Born outside the UK and Rest of Europe","Asian/Asian British: Pakistani","26642","26361"
"790"," 35 to 39","Born outside the UK and Rest of Europe","Asian/Asian British: Bangladeshi","15149","14802"
"791"," 35 to 39","Born outside the UK and Rest of Europe","Asian/Asian British: Chinese","13028","12667"
"792"," 35 to 39","Born outside the UK and Rest of Europe","Black/African/Caribbean/Black British","56087","55481"
"793"," 40 to 44","Total: Country of birth","Total: Ethnic group","2071157","1962493"
"794"," 40 to 44","Total: Country of birth","White: English/Welsh/Scottish/Northern Irish/British/Irish/Gypsy or Irish Traveller/Other White","1784017","1679840"
"795"," 40 to 44","Total: Country of birth","Mixed/multiple ethnic groups: White and Black Caribbean/ White and Black African/White and Asian/Other Mixed, Asian/Asian British: Other Asian, Other ethnic group: Arab, Other ethnic group: Any other ethnic group","88219","86022"
"796"," 40 to 44","Total: Country of birth","Asian/Asian British: Indian","50481","49926"
"797"," 40 to 44","Total: Country of birth","Asian/Asian British: Pakistani","34709","34300"
"798"," 40 to 44","Total: Country of birth","Asian/Asian British: Bangladeshi","10654","10414"
"799"," 40 to 44","Total: Country of birth","Asian/Asian British: Chinese","13703","13284"
"800"," 40 to 44","Total: Country of birth","Black/African/Caribbean/Black British","89374","88707"
"801"," 40 to 44","Born in UK or Rest of Europe","Total: Ethnic group","1842070","1737660"
"802"," 40 to 44","Born in UK or Rest of Europe","White: English/Welsh/Scottish/Northern Irish/British/Irish/Gypsy or Irish Traveller/Other White","1736365","1633428"
"803"," 40 to 44","Born in UK or Rest of Europe","Mixed/multiple ethnic groups: White and Black Caribbean/ White and Black African/White and Asian/Other Mixed, Asian/Asian British: Other Asian, Other ethnic group: Arab, Other ethnic group: Any other ethnic group","31431","30539"
"804"," 40 to 44","Born in UK or Rest of Europe","Asian/Asian British: Indian","19651","19514"
"805"," 40 to 44","Born in UK or Rest of Europe","Asian/Asian British: Pakistani","11898","11749"
"806"," 40 to 44","Born in UK or Rest of Europe","Asian/Asian British: Bangladeshi","1081","1063"
"807"," 40 to 44","Born in UK or Rest of Europe","Asian/Asian British: Chinese","2020","1953"
"808"," 40 to 44","Born in UK or Rest of Europe","Black/African/Caribbean/Black British","39624","39414"
"809"," 40 to 44","Born outside the UK and Rest of Europe","Total: Ethnic group","229087","224833"
"810"," 40 to 44","Born outside the UK and Rest of Europe","White: English/Welsh/Scottish/Northern Irish/British/Irish/Gypsy or Irish Traveller/Other White","47652","46412"
"811"," 40 to 44","Born outside the UK and Rest of Europe","Mixed/multiple ethnic groups: White and Black Caribbean/ White and Black African/White and Asian/Other Mixed, Asian/Asian British: Other Asian, Other ethnic group: Arab, Other ethnic group: Any other ethnic group","56788","55483"
"812"," 40 to 44","Born outside the UK and Rest of Europe","Asian/Asian British: Indian","30830","30412"
"813"," 40 to 44","Born outside the UK and Rest of Europe","Asian/Asian British: Pakistani","22811","22551"
"814"," 40 to 44","Born outside the UK and Rest of Europe","Asian/Asian British: Bangladeshi","9573","9351"
"815"," 40 to 44","Born outside the UK and Rest of Europe","Asian/Asian British: Chinese","11683","11331"
"816"," 40 to 44","Born outside the UK and Rest of Europe","Black/African/Caribbean/Black British","49750","49293"
"817"," 45 to 49","Total: Country of birth","Total: Ethnic group","2072240","1960057"
"818"," 45 to 49","Total: Country of birth","White: English/Welsh/Scottish/Northern Irish/British/Irish/Gypsy or Irish Traveller/Other White","1835871","1727109"
"819"," 45 to 49","Total: Country of birth","Mixed/multiple ethnic groups: White and Black Caribbean/ White and Black African/White and Asian/Other Mixed, Asian/Asian British: Other Asian, Other ethnic group: Arab, Other ethnic group: Any other ethnic group","67768","66113"
"820"," 45 to 49","Total: Country of birth","Asian/Asian British: Indian","44147","43753"
"821"," 45 to 49","Total: Country of birth","Asian/Asian British: Pakistani","21629","21386"
"822"," 45 to 49","Total: Country of birth","Asian/Asian British: Bangladeshi","6608","6457"
"823"," 45 to 49","Total: Country of birth","Asian/Asian British: Chinese","12730","12342"
"824"," 45 to 49","Total: Country of birth","Black/African/Caribbean/Black British","83487","82897"
"825"," 45 to 49","Born in UK or Rest of Europe","Total: Ethnic group","1873814","1765036"
"826"," 45 to 49","Born in UK or Rest of Europe","White: English/Welsh/Scottish/Northern Irish/British/Irish/Gypsy or Irish Traveller/Other White","1793125","1685596"
"827"," 45 to 49","Born in UK or Rest of Europe","Mixed/multiple ethnic groups: White and Black Caribbean/ White and Black African/White and Asian/Other Mixed, Asian/Asian British: Other Asian, Other ethnic group: Arab, Other ethnic group: Any other ethnic group","25188","24346"
"828"," 45 to 49","Born in UK or Rest of Europe","Asian/Asian British: Indian","7543","7483"
"829"," 45 to 49","Born in UK or Rest of Europe","Asian/Asian British: Pakistani","2839","2795"
"830"," 45 to 49","Born in UK or Rest of Europe","Asian/Asian British: Bangladeshi","321","307"
"831"," 45 to 49","Born in UK or Rest of Europe","Asian/Asian British: Chinese","837","802"
"832"," 45 to 49","Born in UK or Rest of Europe","Black/African/Caribbean/Black British","43961","43707"
"833"," 45 to 49","Born outside the UK and Rest of Europe","Total: Ethnic group","198426","195021"
"834"," 45 to 49","Born outside the UK and Rest of Europe","White: English/Welsh/Scottish/Northern Irish/British/Irish/Gypsy or Irish Traveller/Other White","42746","41513"
"835"," 45 to 49","Born outside the UK and Rest of Europe","Mixed/multiple ethnic groups: White and Black Caribbean/ White and Black African/White and Asian/Other Mixed, Asian/Asian British: Other Asian, Other ethnic group: Arab, Other ethnic group: Any other ethnic group","42580","41767"
"836"," 45 to 49","Born outside the UK and Rest of Europe","Asian/Asian British: Indian","36604","36270"
"837"," 45 to 49","Born outside the UK and Rest of Europe","Asian/Asian British: Pakistani","18790","18591"
"838"," 45 to 49","Born outside the UK and Rest of Europe","Asian/Asian British: Bangladeshi","6287","6150"
"839"," 45 to 49","Born outside the UK and Rest of Europe","Asian/Asian British: Chinese","11893","11540"
"840"," 45 to 49","Born outside the UK and Rest of Europe","Black/African/Caribbean/Black British","39526","39190"
"841"," 50 to 54","Total: Country of birth","Total: Ethnic group","1815004","1712366"
"842"," 50 to 54","Total: Country of birth","White: English/Welsh/Scottish/Northern Irish/British/Irish/Gypsy or Irish Traveller/Other White","1631342","1531407"
"843"," 50 to 54","Total: Country of birth","Mixed/multiple ethnic groups: White and Black Caribbean/ White and Black African/White and Asian/Other Mixed, Asian/Asian British: Other Asian, Other ethnic group: Arab, Other ethnic group: Any other ethnic group","49793","48601"
"844"," 50 to 54","Total: Country of birth","Asian/Asian British: Indian","42186","41844"
"845"," 50 to 54","Total: Country of birth","Asian/Asian British: Pakistani","20674","20406"
"846"," 50 to 54","Total: Country of birth","Asian/Asian British: Bangladeshi","5194","5056"
"847"," 50 to 54","Total: Country of birth","Asian/Asian British: Chinese","10913","10538"
"848"," 50 to 54","Total: Country of birth","Black/African/Caribbean/Black British","54902","54514"
"849"," 50 to 54","Born in UK or Rest of Europe","Total: Ethnic group","1626271","1526818"
"850"," 50 to 54","Born in UK or Rest of Europe","White: English/Welsh/Scottish/Northern Irish/British/Irish/Gypsy or Irish Traveller/Other White","1592596","1493852"
"851"," 50 to 54","Born in UK or Rest of Europe","Mixed/multiple ethnic groups: White and Black Caribbean/ White and Black African/White and Asian/Other Mixed, Asian/Asian British: Other Asian, Other ethnic group: Arab, Other ethnic group: Any other ethnic group","14471","13932"
"852"," 50 to 54","Born in UK or Rest of Europe","Asian/Asian British: Indian","2239","2216"
"853"," 50 to 54","Born in UK or Rest of Europe","Asian/Asian British: Pakistani","797","784"
"854"," 50 to 54","Born in UK or Rest of Europe","Asian/Asian British: Bangladeshi","182","174"
"855"," 50 to 54","Born in UK or Rest of Europe","Asian/Asian British: Chinese","396","370"
"856"," 50 to 54","Born in UK or Rest of Europe","Black/African/Caribbean/Black British","15590","15490"
"857"," 50 to 54","Born outside the UK and Rest of Europe","Total: Ethnic group","188733","185548"
"858"," 50 to 54","Born outside the UK and Rest of Europe","White: English/Welsh/Scottish/Northern Irish/British/Irish/Gypsy or Irish Traveller/Other White","38746","37555"
"859"," 50 to 54","Born outside the UK and Rest of Europe","Mixed/multiple ethnic groups: White and Black Caribbean/ White and Black African/White and Asian/Other Mixed, Asian/Asian British: Other Asian, Other ethnic group: Arab, Other ethnic group: Any other ethnic group","35322","34669"
"860"," 50 to 54","Born outside the UK and Rest of Europe","Asian/Asian British: Indian","39947","39628"
"861"," 50 to 54","Born outside the UK and Rest of Europe","Asian/Asian British: Pakistani","19877","19622"
"862"," 50 to 54","Born outside the UK and Rest of Europe","Asian/Asian British: Bangladeshi","5012","4882"
"863"," 50 to 54","Born outside the UK and Rest of Europe","Asian/Asian British: Chinese","10517","10168"
"864"," 50 to 54","Born outside the UK and Rest of Europe","Black/African/Caribbean/Black British","39312","39024"
"865"," 55 to 59","Total: Country of birth","Total: Ethnic group","1610316","1515247"
"866"," 55 to 59","Total: Country of birth","White: English/Welsh/Scottish/Northern Irish/British/Irish/Gypsy or Irish Traveller/Other White","1474688","1381506"
"867"," 55 to 59","Total: Country of birth","Mixed/multiple ethnic groups: White and Black Caribbean/ White and Black African/White and Asian/Other Mixed, Asian/Asian British: Other Asian, Other ethnic group: Arab, Other ethnic group: Any other ethnic group","36343","35539"
"868"," 55 to 59","Total: Country of birth","Asian/Asian British: Indian","36469","36151"
"869"," 55 to 59","Total: Country of birth","Asian/Asian British: Pakistani","16698","16489"
"870"," 55 to 59","Total: Country of birth","Asian/Asian British: Bangladeshi","5632","5533"
"871"," 55 to 59","Total: Country of birth","Asian/Asian British: Chinese","9326","9082"
"872"," 55 to 59","Total: Country of birth","Black/African/Caribbean/Black British","31160","30947"
"873"," 55 to 59","Born in UK or Rest of Europe","Total: Ethnic group","1454438","1361837"
"874"," 55 to 59","Born in UK or Rest of Europe","White: English/Welsh/Scottish/Northern Irish/British/Irish/Gypsy or Irish Traveller/Other White","1442331","1350165"
"875"," 55 to 59","Born in UK or Rest of Europe","Mixed/multiple ethnic groups: White and Black Caribbean/ White and Black African/White and Asian/Other Mixed, Asian/Asian British: Other Asian, Other ethnic group: Arab, Other ethnic group: Any other ethnic group","7873","7515"
"876"," 55 to 59","Born in UK or Rest of Europe","Asian/Asian British: Indian","846","827"
"877"," 55 to 59","Born in UK or Rest of Europe","Asian/Asian British: Pakistani","504","493"
"878"," 55 to 59","Born in UK or Rest of Europe","Asian/Asian British: Bangladeshi","129","125"
"879"," 55 to 59","Born in UK or Rest of Europe","Asian/Asian British: Chinese","271","263"
"880"," 55 to 59","Born in UK or Rest of Europe","Black/African/Caribbean/Black British","2484","2449"
"881"," 55 to 59","Born outside the UK and Rest of Europe","Total: Ethnic group","155878","153410"
"882"," 55 to 59","Born outside the UK and Rest of Europe","White: English/Welsh/Scottish/Northern Irish/British/Irish/Gypsy or Irish Traveller/Other White","32357","31341"
"883"," 55 to 59","Born outside the UK and Rest of Europe","Mixed/multiple ethnic groups: White and Black Caribbean/ White and Black African/White and Asian/Other Mixed, Asian/Asian British: Other Asian, Other ethnic group: Arab, Other ethnic group: Any other ethnic group","28470","28024"
"884"," 55 to 59","Born outside the UK and Rest of Europe","Asian/Asian British: Indian","35623","35324"
"885"," 55 to 59","Born outside the UK and Rest of Europe","Asian/Asian British: Pakistani","16194","15996"
"886"," 55 to 59","Born outside the UK and Rest of Europe","Asian/Asian British: Bangladeshi","5503","5408"
"887"," 55 to 59","Born outside the UK and Rest of Europe","Asian/Asian British: Chinese","9055","8819"
"888"," 55 to 59","Born outside the UK and Rest of Europe","Black/African/Caribbean/Black British","28676","28498"
"889"," 60 to 64","Total: Country of birth","Total: Ethnic group","1719155","1615137"
"890"," 60 to 64","Total: Country of birth","White: English/Welsh/Scottish/Northern Irish/British/Irish/Gypsy or Irish Traveller/Other White","1620795","1518132"
"891"," 60 to 64","Total: Country of birth","Mixed/multiple ethnic groups: White and Black Caribbean/ White and Black African/White and Asian/Other Mixed, Asian/Asian British: Other Asian, Other ethnic group: Arab, Other ethnic group: Any other ethnic group","28611","28004"
"892"," 60 to 64","Total: Country of birth","Asian/Asian British: Indian","28004","27778"
"893"," 60 to 64","Total: Country of birth","Asian/Asian British: Pakistani","10939","10822"
"894"," 60 to 64","Total: Country of birth","Asian/Asian British: Bangladeshi","3984","3905"
"895"," 60 to 64","Total: Country of birth","Asian/Asian British: Chinese","6849","6670"
"896"," 60 to 64","Total: Country of birth","Black/African/Caribbean/Black British","19973","19826"
"897"," 60 to 64","Born in UK or Rest of Europe","Total: Ethnic group","1600376","1498173"
"898"," 60 to 64","Born in UK or Rest of Europe","White: English/Welsh/Scottish/Northern Irish/British/Irish/Gypsy or Irish Traveller/Other White","1592937","1491084"
"899"," 60 to 64","Born in UK or Rest of Europe","Mixed/multiple ethnic groups: White and Black Caribbean/ White and Black African/White and Asian/Other Mixed, Asian/Asian British: Other Asian, Other ethnic group: Arab, Other ethnic group: Any other ethnic group","5393","5092"
"900"," 60 to 64","Born in UK or Rest of Europe","Asian/Asian British: Indian","537","530"
"901"," 60 to 64","Born in UK or Rest of Europe","Asian/Asian British: Pakistani","281","279"
"902"," 60 to 64","Born in UK or Rest of Europe","Asian/Asian British: Bangladeshi","82","77"
"903"," 60 to 64","Born in UK or Rest of Europe","Asian/Asian British: Chinese","204","190"
"904"," 60 to 64","Born in UK or Rest of Europe","Black/African/Caribbean/Black British","942","921"
"905"," 60 to 64","Born outside the UK and Rest of Europe","Total: Ethnic group","118779","116964"
"906"," 60 to 64","Born outside the UK and Rest of Europe","White: English/Welsh/Scottish/Northern Irish/British/Irish/Gypsy or Irish Traveller/Other White","27858","27048"
"907"," 60 to 64","Born outside the UK and Rest of Europe","Mixed/multiple ethnic groups: White and Black Caribbean/ White and Black African/White and Asian/Other Mixed, Asian/Asian British: Other Asian, Other ethnic group: Arab, Other ethnic group: Any other ethnic group","23218","22912"
"908"," 60 to 64","Born outside the UK and Rest of Europe","Asian/Asian British: Indian","27467","27248"
"909"," 60 to 64","Born outside the UK and Rest of Europe","Asian/Asian British: Pakistani","10658","10543"
"910"," 60 to 64","Born outside the UK and Rest of Europe","Asian/Asian British: Bangladeshi","3902","3828"
"911"," 60 to 64","Born outside the UK and Rest of Europe","Asian/Asian British: Chinese","6645","6480"
"912"," 60 to 64","Born outside the UK and Rest of Europe","Black/African/Caribbean/Black British","19031","18905"
"913"," 65 or over","Total: Country of birth","Total: Ethnic group","5126912","4815690"
"914"," 65 or over","Total: Country of birth","White: English/Welsh/Scottish/Northern Irish/British/Irish/Gypsy or Irish Traveller/Other White","4908959","4600507"
"915"," 65 or over","Total: Country of birth","Mixed/multiple ethnic groups: White and Black Caribbean/ White and Black African/White and Asian/Other Mixed, Asian/Asian British: Other Asian, Other ethnic group: Arab, Other ethnic group: Any other ethnic group","52416","51175"
"916"," 65 or over","Total: Country of birth","Asian/Asian British: Indian","60190","59779"
"917"," 65 or over","Total: Country of birth","Asian/Asian British: Pakistani","23974","23705"
"918"," 65 or over","Total: Country of birth","Asian/Asian British: Bangladeshi","7763","7617"
"919"," 65 or over","Total: Country of birth","Asian/Asian British: Chinese","10598","10324"
"920"," 65 or over","Total: Country of birth","Black/African/Caribbean/Black British","63012","62583"
"921"," 65 or over","Born in UK or Rest of Europe","Total: Ethnic group","4860271","4552846"
"922"," 65 or over","Born in UK or Rest of Europe","White: English/Welsh/Scottish/Northern Irish/British/Irish/Gypsy or Irish Traveller/Other White","4841210","4534697"
"923"," 65 or over","Born in UK or Rest of Europe","Mixed/multiple ethnic groups: White and Black Caribbean/ White and Black African/White and Asian/Other Mixed, Asian/Asian British: Other Asian, Other ethnic group: Arab, Other ethnic group: Any other ethnic group","12674","11916"
"924"," 65 or over","Born in UK or Rest of Europe","Asian/Asian British: Indian","1255","1227"
"925"," 65 or over","Born in UK or Rest of Europe","Asian/Asian British: Pakistani","673","662"
"926"," 65 or over","Born in UK or Rest of Europe","Asian/Asian British: Bangladeshi","183","173"
"927"," 65 or over","Born in UK or Rest of Europe","Asian/Asian British: Chinese","463","426"
"928"," 65 or over","Born in UK or Rest of Europe","Black/African/Caribbean/Black British","3813","3745"
"929"," 65 or over","Born outside the UK and Rest of Europe","Total: Ethnic group","266641","262844"
"930"," 65 or over","Born outside the UK and Rest of Europe","White: English/Welsh/Scottish/Northern Irish/British/Irish/Gypsy or Irish Traveller/Other White","67749","65810"
"931"," 65 or over","Born outside the UK and Rest of Europe","Mixed/multiple ethnic groups: White and Black Caribbean/ White and Black African/White and Asian/Other Mixed, Asian/Asian British: Other Asian, Other ethnic group: Arab, Other ethnic group: Any other ethnic group","39742","39259"
"932"," 65 or over","Born outside the UK and Rest of Europe","Asian/Asian British: Indian","58935","58552"
"933"," 65 or over","Born outside the UK and Rest of Europe","Asian/Asian British: Pakistani","23301","23043"
"934"," 65 or over","Born outside the UK and Rest of Europe","Asian/Asian British: Bangladeshi","7580","7444"
"935"," 65 or over","Born outside the UK and Rest of Europe","Asian/Asian British: Chinese","10135","9898"
"936"," 65 or over","Born outside the UK and Rest of Europe","Black/African/Caribbean/Black British","59199","58838"
