"","CoB","ethgrp","age","population","sex","year"
"3374","Non UK-born","White","80",2935,"F",2011
"3375","Non UK-born","White","81",2936,"F",2011
"3376","Non UK-born","White","82",2759,"F",2011
"3377","Non UK-born","White","83",2654,"F",2011
"3378","Non UK-born","White","84",2575,"F",2011
"3379","Non UK-born","White","85-89",9122,"F",2011
"3380","Non UK-born","White","90-94",2721,"F",2011
"3381","Non UK-born","White","95-99",721,"F",2011
"3382","Non UK-born","White","100",106,"F",2011
"3383","Non UK-born","Mixed/Other","0",316,"F",2011
"3384","Non UK-born","Mixed/Other","1",541,"F",2011
"3385","Non UK-born","Mixed/Other","2",800,"F",2011
"3386","Non UK-born","Mixed/Other","3",947,"F",2011
"3387","Non UK-born","Mixed/Other","4",1040,"F",2011
"3388","Non UK-born","Mixed/Other","5",1112,"F",2011
"3389","Non UK-born","Mixed/Other","6",1139,"F",2011
"3390","Non UK-born","Mixed/Other","7",1216,"F",2011
"3391","Non UK-born","Mixed/Other","8",1168,"F",2011
"3392","Non UK-born","Mixed/Other","9",1180,"F",2011
"3393","Non UK-born","Mixed/Other","10",1331,"F",2011
"3394","Non UK-born","Mixed/Other","11",1358,"F",2011
"3395","Non UK-born","Mixed/Other","12",1388,"F",2011
"3396","Non UK-born","Mixed/Other","13",1420,"F",2011
"3397","Non UK-born","Mixed/Other","14",1435,"F",2011
"3398","Non UK-born","Mixed/Other","15",1497,"F",2011
"3399","Non UK-born","Mixed/Other","16",1631,"F",2011
"3400","Non UK-born","Mixed/Other","17",1449,"F",2011
"3401","Non UK-born","Mixed/Other","18",1699,"F",2011
"3402","Non UK-born","Mixed/Other","19",1783,"F",2011
"3403","Non UK-born","Mixed/Other","20",1875,"F",2011
"3404","Non UK-born","Mixed/Other","21",2014,"F",2011
"3405","Non UK-born","Mixed/Other","22",2144,"F",2011
"3406","Non UK-born","Mixed/Other","23",2195,"F",2011
"3407","Non UK-born","Mixed/Other","24",2406,"F",2011
"3408","Non UK-born","Mixed/Other","25",2530,"F",2011
"3409","Non UK-born","Mixed/Other","26",2682,"F",2011
"3410","Non UK-born","Mixed/Other","27",2787,"F",2011
"3411","Non UK-born","Mixed/Other","28",2878,"F",2011
"3412","Non UK-born","Mixed/Other","29",3109,"F",2011
"3413","Non UK-born","Mixed/Other","30",2816,"F",2011
"3414","Non UK-born","Mixed/Other","31",2844,"F",2011
"3415","Non UK-born","Mixed/Other","32",2713,"F",2011
"3416","Non UK-born","Mixed/Other","33",2784,"F",2011
"3417","Non UK-born","Mixed/Other","34",2661,"F",2011
"3418","Non UK-born","Mixed/Other","35",2604,"F",2011
"3419","Non UK-born","Mixed/Other","36",2449,"F",2011
"3420","Non UK-born","Mixed/Other","37",2416,"F",2011
"3421","Non UK-born","Mixed/Other","38",2308,"F",2011
"3422","Non UK-born","Mixed/Other","39",2087,"F",2011
"3423","Non UK-born","Mixed/Other","40",2026,"F",2011
"3424","Non UK-born","Mixed/Other","41",1925,"F",2011
"3425","Non UK-born","Mixed/Other","42",1793,"F",2011
"3426","Non UK-born","Mixed/Other","43",1700,"F",2011
"3427","Non UK-born","Mixed/Other","44",1689,"F",2011
"3428","Non UK-born","Mixed/Other","45",1677,"F",2011
"3429","Non UK-born","Mixed/Other","46",1487,"F",2011
"3430","Non UK-born","Mixed/Other","47",1459,"F",2011
"3431","Non UK-born","Mixed/Other","48",1431,"F",2011
"3432","Non UK-born","Mixed/Other","49",1269,"F",2011
"3433","Non UK-born","Mixed/Other","50",1318,"F",2011
"3434","Non UK-born","Mixed/Other","51",1340,"F",2011
"3435","Non UK-born","Mixed/Other","52",1273,"F",2011
"3436","Non UK-born","Mixed/Other","53",1183,"F",2011
"3437","Non UK-born","Mixed/Other","54",1218,"F",2011
"3438","Non UK-born","Mixed/Other","55",1091,"F",2011
"3439","Non UK-born","Mixed/Other","56",1101,"F",2011
"3440","Non UK-born","Mixed/Other","57",1029,"F",2011
"3441","Non UK-born","Mixed/Other","58",968,"F",2011
"3442","Non UK-born","Mixed/Other","59",990,"F",2011
"3443","Non UK-born","Mixed/Other","60",971,"F",2011
"3444","Non UK-born","Mixed/Other","61",915,"F",2011
"3445","Non UK-born","Mixed/Other","62",934,"F",2011
"3446","Non UK-born","Mixed/Other","63",906,"F",2011
"3447","Non UK-born","Mixed/Other","64",891,"F",2011
"3448","Non UK-born","Mixed/Other","65",715,"F",2011
"3449","Non UK-born","Mixed/Other","66",761,"F",2011
"3450","Non UK-born","Mixed/Other","67",728,"F",2011
"3451","Non UK-born","Mixed/Other","68",753,"F",2011
"3452","Non UK-born","Mixed/Other","69",659,"F",2011
"3453","Non UK-born","Mixed/Other","70",643,"F",2011
"3454","Non UK-born","Mixed/Other","71",646,"F",2011
"3455","Non UK-born","Mixed/Other","72",560,"F",2011
"3456","Non UK-born","Mixed/Other","73",538,"F",2011
"3457","Non UK-born","Mixed/Other","74",558,"F",2011
"3458","Non UK-born","Mixed/Other","75",503,"F",2011
"3459","Non UK-born","Mixed/Other","76",459,"F",2011
"3460","Non UK-born","Mixed/Other","77",425,"F",2011
"3461","Non UK-born","Mixed/Other","78",435,"F",2011
"3462","Non UK-born","Mixed/Other","79",402,"F",2011
"3463","Non UK-born","Mixed/Other","80",356,"F",2011
"3464","Non UK-born","Mixed/Other","81",298,"F",2011
"3465","Non UK-born","Mixed/Other","82",282,"F",2011
"3466","Non UK-born","Mixed/Other","83",270,"F",2011
"3467","Non UK-born","Mixed/Other","84",269,"F",2011
"3468","Non UK-born","Mixed/Other","85-89",801,"F",2011
"3469","Non UK-born","Mixed/Other","90-94",243,"F",2011
"3470","Non UK-born","Mixed/Other","95-99",73,"F",2011
"3471","Non UK-born","Mixed/Other","100",14,"F",2011
"3472","Non UK-born","Indian","0",495,"F",2011
"3473","Non UK-born","Indian","1",984,"F",2011
"3474","Non UK-born","Indian","2",1218,"F",2011
"3475","Non UK-born","Indian","3",1427,"F",2011
"3476","Non UK-born","Indian","4",1359,"F",2011
"3477","Non UK-born","Indian","5",1326,"F",2011
"3478","Non UK-born","Indian","6",1353,"F",2011
"3479","Non UK-born","Indian","7",1426,"F",2011
"3480","Non UK-born","Indian","8",1528,"F",2011
"3481","Non UK-born","Indian","9",1509,"F",2011
"3482","Non UK-born","Indian","10",1451,"F",2011
"3483","Non UK-born","Indian","11",1412,"F",2011
"3484","Non UK-born","Indian","12",1347,"F",2011
"3485","Non UK-born","Indian","13",1296,"F",2011
"3486","Non UK-born","Indian","14",1298,"F",2011
"3487","Non UK-born","Indian","15",1297,"F",2011
"3488","Non UK-born","Indian","16",1240,"F",2011
"3489","Non UK-born","Indian","17",1319,"F",2011
"3490","Non UK-born","Indian","18",1562,"F",2011
"3491","Non UK-born","Indian","19",2066,"F",2011
"3492","Non UK-born","Indian","20",2021,"F",2011
"3493","Non UK-born","Indian","21",2534,"F",2011
"3494","Non UK-born","Indian","22",3422,"F",2011
"3495","Non UK-born","Indian","23",4277,"F",2011
"3496","Non UK-born","Indian","24",5131,"F",2011
"3497","Non UK-born","Indian","25",6216,"F",2011
"3498","Non UK-born","Indian","26",7235,"F",2011
"3499","Non UK-born","Indian","27",7904,"F",2011
"3500","Non UK-born","Indian","28",8509,"F",2011
"3501","Non UK-born","Indian","29",8887,"F",2011
"3502","Non UK-born","Indian","30",9136,"F",2011
"3503","Non UK-born","Indian","31",9377,"F",2011
"3504","Non UK-born","Indian","32",8896,"F",2011
"3505","Non UK-born","Indian","33",8435,"F",2011
"3506","Non UK-born","Indian","34",8395,"F",2011
"3507","Non UK-born","Indian","35",7778,"F",2011
"3508","Non UK-born","Indian","36",7458,"F",2011
"3509","Non UK-born","Indian","37",6649,"F",2011
"3510","Non UK-born","Indian","38",6669,"F",2011
"3511","Non UK-born","Indian","39",6294,"F",2011
"3512","Non UK-born","Indian","40",6170,"F",2011
"3513","Non UK-born","Indian","41",5997,"F",2011
"3514","Non UK-born","Indian","42",5952,"F",2011
"3515","Non UK-born","Indian","43",6196,"F",2011
"3516","Non UK-born","Indian","44",6274,"F",2011
"3517","Non UK-born","Indian","45",6771,"F",2011
"3518","Non UK-born","Indian","46",6821,"F",2011
"3519","Non UK-born","Indian","47",7369,"F",2011
"3520","Non UK-born","Indian","48",7539,"F",2011
"3521","Non UK-born","Indian","49",7935,"F",2011
"3522","Non UK-born","Indian","50",8050,"F",2011
"3523","Non UK-born","Indian","51",8016,"F",2011
"3524","Non UK-born","Indian","52",8008,"F",2011
"3525","Non UK-born","Indian","53",7854,"F",2011
"3526","Non UK-born","Indian","54",7832,"F",2011
"3527","Non UK-born","Indian","55",7618,"F",2011
"3528","Non UK-born","Indian","56",7554,"F",2011
"3529","Non UK-born","Indian","57",6905,"F",2011
"3530","Non UK-born","Indian","58",6921,"F",2011
"3531","Non UK-born","Indian","59",6457,"F",2011
"3532","Non UK-born","Indian","60",6257,"F",2011
"3533","Non UK-born","Indian","61",6014,"F",2011
"3534","Non UK-born","Indian","62",5516,"F",2011
"3535","Non UK-born","Indian","63",5132,"F",2011
"3536","Non UK-born","Indian","64",4443,"F",2011
"3537","Non UK-born","Indian","65",4124,"F",2011
"3538","Non UK-born","Indian","66",3805,"F",2011
"3539","Non UK-born","Indian","67",3884,"F",2011
"3540","Non UK-born","Indian","68",3840,"F",2011
"3541","Non UK-born","Indian","69",3581,"F",2011
"3542","Non UK-born","Indian","70",3497,"F",2011
"3543","Non UK-born","Indian","71",3639,"F",2011
"3544","Non UK-born","Indian","72",3372,"F",2011
"3545","Non UK-born","Indian","73",3117,"F",2011
"3546","Non UK-born","Indian","74",2924,"F",2011
"3547","Non UK-born","Indian","75",2686,"F",2011
"3548","Non UK-born","Indian","76",2574,"F",2011
"3549","Non UK-born","Indian","77",2298,"F",2011
"3550","Non UK-born","Indian","78",2167,"F",2011
"3551","Non UK-born","Indian","79",1897,"F",2011
"3552","Non UK-born","Indian","80",1869,"F",2011
"3553","Non UK-born","Indian","81",1612,"F",2011
"3554","Non UK-born","Indian","82",1282,"F",2011
"3555","Non UK-born","Indian","83",1183,"F",2011
"3556","Non UK-born","Indian","84",950,"F",2011
"3557","Non UK-born","Indian","85-89",3213,"F",2011
"3558","Non UK-born","Indian","90-94",1071,"F",2011
"3559","Non UK-born","Indian","95-99",258,"F",2011
"3560","Non UK-born","Indian","100",74,"F",2011
"3561","Non UK-born","Pakistani","0",128,"F",2011
"3562","Non UK-born","Pakistani","1",258,"F",2011
"3563","Non UK-born","Pakistani","2",453,"F",2011
"3564","Non UK-born","Pakistani","3",649,"F",2011
"3565","Non UK-born","Pakistani","4",772,"F",2011
"3566","Non UK-born","Pakistani","5",975,"F",2011
"3567","Non UK-born","Pakistani","6",979,"F",2011
"3568","Non UK-born","Pakistani","7",1068,"F",2011
"3569","Non UK-born","Pakistani","8",1010,"F",2011
"3570","Non UK-born","Pakistani","9",1169,"F",2011
"3571","Non UK-born","Pakistani","10",1244,"F",2011
"3572","Non UK-born","Pakistani","11",1278,"F",2011
"3573","Non UK-born","Pakistani","12",1320,"F",2011
"3574","Non UK-born","Pakistani","13",1379,"F",2011
"3575","Non UK-born","Pakistani","14",1422,"F",2011
"3576","Non UK-born","Pakistani","15",1394,"F",2011
"3577","Non UK-born","Pakistani","16",1484,"F",2011
"3578","Non UK-born","Pakistani","17",1376,"F",2011
"3579","Non UK-born","Pakistani","18",1518,"F",2011
"3580","Non UK-born","Pakistani","19",1567,"F",2011
"3581","Non UK-born","Pakistani","20",1807,"F",2011
"3582","Non UK-born","Pakistani","21",2410,"F",2011
"3583","Non UK-born","Pakistani","22",3327,"F",2011
"3584","Non UK-born","Pakistani","23",3926,"F",2011
"3585","Non UK-born","Pakistani","24",4348,"F",2011
"3586","Non UK-born","Pakistani","25",4842,"F",2011
"3587","Non UK-born","Pakistani","26",5295,"F",2011
"3588","Non UK-born","Pakistani","27",5507,"F",2011
"3589","Non UK-born","Pakistani","28",6007,"F",2011
"3590","Non UK-born","Pakistani","29",6102,"F",2011
"3591","Non UK-born","Pakistani","30",6166,"F",2011
"3592","Non UK-born","Pakistani","31",6510,"F",2011
"3593","Non UK-born","Pakistani","32",6172,"F",2011
"3594","Non UK-born","Pakistani","33",5874,"F",2011
"3595","Non UK-born","Pakistani","34",6017,"F",2011
"3596","Non UK-born","Pakistani","35",5769,"F",2011
"3597","Non UK-born","Pakistani","36",5264,"F",2011
"3598","Non UK-born","Pakistani","37",5358,"F",2011
"3599","Non UK-born","Pakistani","38",5218,"F",2011
"3600","Non UK-born","Pakistani","39",4944,"F",2011
"3601","Non UK-born","Pakistani","40",4818,"F",2011
"3602","Non UK-born","Pakistani","41",4739,"F",2011
"3603","Non UK-born","Pakistani","42",4548,"F",2011
"3604","Non UK-born","Pakistani","43",4316,"F",2011
"3605","Non UK-born","Pakistani","44",4184,"F",2011
"3606","Non UK-born","Pakistani","45",3948,"F",2011
"3607","Non UK-born","Pakistani","46",3651,"F",2011
"3608","Non UK-born","Pakistani","47",3542,"F",2011
"3609","Non UK-born","Pakistani","48",3652,"F",2011
"3610","Non UK-born","Pakistani","49",3861,"F",2011
"3611","Non UK-born","Pakistani","50",3847,"F",2011
"3612","Non UK-born","Pakistani","51",4078,"F",2011
"3613","Non UK-born","Pakistani","52",3976,"F",2011
"3614","Non UK-born","Pakistani","53",3930,"F",2011
"3615","Non UK-born","Pakistani","54",3846,"F",2011
"3616","Non UK-born","Pakistani","55",3687,"F",2011
"3617","Non UK-born","Pakistani","56",3643,"F",2011
"3618","Non UK-born","Pakistani","57",3202,"F",2011
"3619","Non UK-born","Pakistani","58",3048,"F",2011
"3620","Non UK-born","Pakistani","59",2501,"F",2011
"3621","Non UK-born","Pakistani","60",2452,"F",2011
"3622","Non UK-born","Pakistani","61",2304,"F",2011
"3623","Non UK-born","Pakistani","62",2084,"F",2011
"3624","Non UK-born","Pakistani","63",1961,"F",2011
"3625","Non UK-born","Pakistani","64",1778,"F",2011
"3626","Non UK-born","Pakistani","65",1591,"F",2011
"3627","Non UK-born","Pakistani","66",1548,"F",2011
"3628","Non UK-born","Pakistani","67",1329,"F",2011
"3629","Non UK-born","Pakistani","68",1408,"F",2011
"3630","Non UK-born","Pakistani","69",1324,"F",2011
"3631","Non UK-born","Pakistani","70",1417,"F",2011
"3632","Non UK-born","Pakistani","71",1470,"F",2011
"3633","Non UK-born","Pakistani","72",1385,"F",2011
"3634","Non UK-born","Pakistani","73",1336,"F",2011
"3635","Non UK-born","Pakistani","74",1296,"F",2011
"3636","Non UK-born","Pakistani","75",1237,"F",2011
"3637","Non UK-born","Pakistani","76",1174,"F",2011
"3638","Non UK-born","Pakistani","77",1073,"F",2011
"3639","Non UK-born","Pakistani","78",904,"F",2011
"3640","Non UK-born","Pakistani","79",751,"F",2011
"3641","Non UK-born","Pakistani","80",785,"F",2011
"3642","Non UK-born","Pakistani","81",694,"F",2011
"3643","Non UK-born","Pakistani","82",453,"F",2011
"3644","Non UK-born","Pakistani","83",399,"F",2011
"3645","Non UK-born","Pakistani","84",296,"F",2011
"3646","Non UK-born","Pakistani","85-89",849,"F",2011
"3647","Non UK-born","Pakistani","90-94",310,"F",2011
"3648","Non UK-born","Pakistani","95-99",92,"F",2011
"3649","Non UK-born","Pakistani","100",45,"F",2011
"3650","Non UK-born","Bangladeshi","0",32,"F",2011
"3651","Non UK-born","Bangladeshi","1",75,"F",2011
"3652","Non UK-born","Bangladeshi","2",100,"F",2011
"3653","Non UK-born","Bangladeshi","3",156,"F",2011
"3654","Non UK-born","Bangladeshi","4",193,"F",2011
"3655","Non UK-born","Bangladeshi","5",265,"F",2011
"3656","Non UK-born","Bangladeshi","6",287,"F",2011
"3657","Non UK-born","Bangladeshi","7",283,"F",2011
"3658","Non UK-born","Bangladeshi","8",322,"F",2011
"3659","Non UK-born","Bangladeshi","9",321,"F",2011
"3660","Non UK-born","Bangladeshi","10",416,"F",2011
"3661","Non UK-born","Bangladeshi","11",435,"F",2011
"3662","Non UK-born","Bangladeshi","12",438,"F",2011
"3663","Non UK-born","Bangladeshi","13",481,"F",2011
"3664","Non UK-born","Bangladeshi","14",464,"F",2011
"3665","Non UK-born","Bangladeshi","15",513,"F",2011
"3666","Non UK-born","Bangladeshi","16",517,"F",2011
"3667","Non UK-born","Bangladeshi","17",574,"F",2011
"3668","Non UK-born","Bangladeshi","18",582,"F",2011
"3669","Non UK-born","Bangladeshi","19",693,"F",2011
"3670","Non UK-born","Bangladeshi","20",815,"F",2011
"3671","Non UK-born","Bangladeshi","21",1214,"F",2011
"3672","Non UK-born","Bangladeshi","22",1712,"F",2011
"3673","Non UK-born","Bangladeshi","23",2100,"F",2011
"3674","Non UK-born","Bangladeshi","24",2292,"F",2011
"3675","Non UK-born","Bangladeshi","25",2487,"F",2011
"3676","Non UK-born","Bangladeshi","26",2757,"F",2011
"3677","Non UK-born","Bangladeshi","27",2941,"F",2011
"3678","Non UK-born","Bangladeshi","28",3096,"F",2011
"3679","Non UK-born","Bangladeshi","29",3420,"F",2011
"3680","Non UK-born","Bangladeshi","30",3378,"F",2011
"3681","Non UK-born","Bangladeshi","31",3462,"F",2011
"3682","Non UK-born","Bangladeshi","32",3244,"F",2011
"3683","Non UK-born","Bangladeshi","33",3334,"F",2011
"3684","Non UK-born","Bangladeshi","34",3522,"F",2011
"3685","Non UK-born","Bangladeshi","35",3193,"F",2011
"3686","Non UK-born","Bangladeshi","36",3338,"F",2011
"3687","Non UK-born","Bangladeshi","37",3215,"F",2011
"3688","Non UK-born","Bangladeshi","38",2578,"F",2011
"3689","Non UK-born","Bangladeshi","39",2556,"F",2011
"3690","Non UK-born","Bangladeshi","40",2263,"F",2011
"3691","Non UK-born","Bangladeshi","41",2011,"F",2011
"3692","Non UK-born","Bangladeshi","42",1842,"F",2011
"3693","Non UK-born","Bangladeshi","43",1730,"F",2011
"3694","Non UK-born","Bangladeshi","44",1543,"F",2011
"3695","Non UK-born","Bangladeshi","45",1405,"F",2011
"3696","Non UK-born","Bangladeshi","46",1259,"F",2011
"3697","Non UK-born","Bangladeshi","47",1283,"F",2011
"3698","Non UK-born","Bangladeshi","48",1182,"F",2011
"3699","Non UK-born","Bangladeshi","49",1039,"F",2011
"3700","Non UK-born","Bangladeshi","50",918,"F",2011
"3701","Non UK-born","Bangladeshi","51",926,"F",2011
"3702","Non UK-born","Bangladeshi","52",904,"F",2011
"3703","Non UK-born","Bangladeshi","53",999,"F",2011
"3704","Non UK-born","Bangladeshi","54",1158,"F",2011
"3705","Non UK-born","Bangladeshi","55",951,"F",2011
"3706","Non UK-born","Bangladeshi","56",1098,"F",2011
"3707","Non UK-born","Bangladeshi","57",1036,"F",2011
"3708","Non UK-born","Bangladeshi","58",1230,"F",2011
"3709","Non UK-born","Bangladeshi","59",1106,"F",2011
"3710","Non UK-born","Bangladeshi","60",1039,"F",2011
"3711","Non UK-born","Bangladeshi","61",884,"F",2011
"3712","Non UK-born","Bangladeshi","62",695,"F",2011
"3713","Non UK-born","Bangladeshi","63",649,"F",2011
"3714","Non UK-born","Bangladeshi","64",574,"F",2011
"3715","Non UK-born","Bangladeshi","65",522,"F",2011
"3716","Non UK-born","Bangladeshi","66",481,"F",2011
"3717","Non UK-born","Bangladeshi","67",524,"F",2011
"3718","Non UK-born","Bangladeshi","68",546,"F",2011
"3719","Non UK-born","Bangladeshi","69",521,"F",2011
"3720","Non UK-born","Bangladeshi","70",642,"F",2011
"3721","Non UK-born","Bangladeshi","71",626,"F",2011
"3722","Non UK-born","Bangladeshi","72",535,"F",2011
"3723","Non UK-born","Bangladeshi","73",436,"F",2011
"3724","Non UK-born","Bangladeshi","74",411,"F",2011
"3725","Non UK-born","Bangladeshi","75",409,"F",2011
"3726","Non UK-born","Bangladeshi","76",344,"F",2011
"3727","Non UK-born","Bangladeshi","77",293,"F",2011
"3728","Non UK-born","Bangladeshi","78",238,"F",2011
"3729","Non UK-born","Bangladeshi","79",162,"F",2011
"3730","Non UK-born","Bangladeshi","80",195,"F",2011
"3731","Non UK-born","Bangladeshi","81",144,"F",2011
"3732","Non UK-born","Bangladeshi","82",100,"F",2011
"3733","Non UK-born","Bangladeshi","83",70,"F",2011
"3734","Non UK-born","Bangladeshi","84",41,"F",2011
"3735","Non UK-born","Bangladeshi","85-89",176,"F",2011
"3736","Non UK-born","Bangladeshi","90-94",51,"F",2011
"3737","Non UK-born","Bangladeshi","95-99",12,"F",2011
"3738","Non UK-born","Bangladeshi","100",3,"F",2011
"3739","Non UK-born","Chinese","0",63,"F",2011
"3740","Non UK-born","Chinese","1",89,"F",2011
"3741","Non UK-born","Chinese","2",140,"F",2011
"3742","Non UK-born","Chinese","3",163,"F",2011
"3743","Non UK-born","Chinese","4",178,"F",2011
"3744","Non UK-born","Chinese","5",203,"F",2011
"3745","Non UK-born","Chinese","6",215,"F",2011
"3746","Non UK-born","Chinese","7",288,"F",2011
"3747","Non UK-born","Chinese","8",309,"F",2011
"3748","Non UK-born","Chinese","9",343,"F",2011
"3749","Non UK-born","Chinese","10",412,"F",2011
"3750","Non UK-born","Chinese","11",434,"F",2011
"3751","Non UK-born","Chinese","12",467,"F",2011
"3752","Non UK-born","Chinese","13",611,"F",2011
"3753","Non UK-born","Chinese","14",779,"F",2011
"3754","Non UK-born","Chinese","15",987,"F",2011
"3755","Non UK-born","Chinese","16",1350,"F",2011
"3756","Non UK-born","Chinese","17",2003,"F",2011
"3757","Non UK-born","Chinese","18",2918,"F",2011
"3758","Non UK-born","Chinese","19",4092,"F",2011
"3759","Non UK-born","Chinese","20",6002,"F",2011
"3760","Non UK-born","Chinese","21",7314,"F",2011
"3761","Non UK-born","Chinese","22",8524,"F",2011
"3762","Non UK-born","Chinese","23",7595,"F",2011
"3763","Non UK-born","Chinese","24",4948,"F",2011
"3764","Non UK-born","Chinese","25",3746,"F",2011
"3765","Non UK-born","Chinese","26",3522,"F",2011
"3766","Non UK-born","Chinese","27",3699,"F",2011
"3767","Non UK-born","Chinese","28",4197,"F",2011
"3768","Non UK-born","Chinese","29",3832,"F",2011
"3769","Non UK-born","Chinese","30",3436,"F",2011
"3770","Non UK-born","Chinese","31",3535,"F",2011
"3771","Non UK-born","Chinese","32",3250,"F",2011
"3772","Non UK-born","Chinese","33",3063,"F",2011
"3773","Non UK-born","Chinese","34",2903,"F",2011
"3774","Non UK-born","Chinese","35",2770,"F",2011
"3775","Non UK-born","Chinese","36",2607,"F",2011
"3776","Non UK-born","Chinese","37",2611,"F",2011
"3777","Non UK-born","Chinese","38",2504,"F",2011
"3778","Non UK-born","Chinese","39",2401,"F",2011
"3779","Non UK-born","Chinese","40",2352,"F",2011
"3780","Non UK-born","Chinese","41",2309,"F",2011
"3781","Non UK-born","Chinese","42",2518,"F",2011
"3782","Non UK-born","Chinese","43",2139,"F",2011
"3783","Non UK-born","Chinese","44",2150,"F",2011
"3784","Non UK-born","Chinese","45",2121,"F",2011
"3785","Non UK-born","Chinese","46",2217,"F",2011
"3786","Non UK-born","Chinese","47",2550,"F",2011
"3787","Non UK-born","Chinese","48",2581,"F",2011
"3788","Non UK-born","Chinese","49",2175,"F",2011
"3789","Non UK-born","Chinese","50",2128,"F",2011
"3790","Non UK-born","Chinese","51",2002,"F",2011
"3791","Non UK-born","Chinese","52",2039,"F",2011
"3792","Non UK-born","Chinese","53",2056,"F",2011
"3793","Non UK-born","Chinese","54",2019,"F",2011
"3794","Non UK-born","Chinese","55",1860,"F",2011
"3795","Non UK-born","Chinese","56",1817,"F",2011
"3796","Non UK-born","Chinese","57",1908,"F",2011
"3797","Non UK-born","Chinese","58",1701,"F",2011
"3798","Non UK-born","Chinese","59",1608,"F",2011
"3799","Non UK-born","Chinese","60",1447,"F",2011
"3800","Non UK-born","Chinese","61",1488,"F",2011
"3801","Non UK-born","Chinese","62",1330,"F",2011
"3802","Non UK-born","Chinese","63",1242,"F",2011
"3803","Non UK-born","Chinese","64",1026,"F",2011
"3804","Non UK-born","Chinese","65",783,"F",2011
"3805","Non UK-born","Chinese","66",710,"F",2011
"3806","Non UK-born","Chinese","67",635,"F",2011
"3807","Non UK-born","Chinese","68",567,"F",2011
"3808","Non UK-born","Chinese","69",544,"F",2011
"3809","Non UK-born","Chinese","70",549,"F",2011
"3810","Non UK-born","Chinese","71",585,"F",2011
"3811","Non UK-born","Chinese","72",533,"F",2011
"3812","Non UK-born","Chinese","73",562,"F",2011
"3813","Non UK-born","Chinese","74",515,"F",2011
"3814","Non UK-born","Chinese","75",445,"F",2011
"3815","Non UK-born","Chinese","76",425,"F",2011
"3816","Non UK-born","Chinese","77",410,"F",2011
"3817","Non UK-born","Chinese","78",377,"F",2011
"3818","Non UK-born","Chinese","79",331,"F",2011
"3819","Non UK-born","Chinese","80",315,"F",2011
"3820","Non UK-born","Chinese","81",262,"F",2011
"3821","Non UK-born","Chinese","82",263,"F",2011
"3822","Non UK-born","Chinese","83",164,"F",2011
"3823","Non UK-born","Chinese","84",177,"F",2011
"3824","Non UK-born","Chinese","85-89",630,"F",2011
"3825","Non UK-born","Chinese","90-94",209,"F",2011
"3826","Non UK-born","Chinese","95-99",47,"F",2011
"3827","Non UK-born","Chinese","100",10,"F",2011
"3828","Non UK-born","Mixed/Other","0",187,"F",2011
"3829","Non UK-born","Mixed/Other","1",430,"F",2011
"3830","Non UK-born","Mixed/Other","2",666,"F",2011
"3831","Non UK-born","Mixed/Other","3",916,"F",2011
"3832","Non UK-born","Mixed/Other","4",1085,"F",2011
"3833","Non UK-born","Mixed/Other","5",1263,"F",2011
"3834","Non UK-born","Mixed/Other","6",1486,"F",2011
"3835","Non UK-born","Mixed/Other","7",1645,"F",2011
"3836","Non UK-born","Mixed/Other","8",1798,"F",2011
"3837","Non UK-born","Mixed/Other","9",2009,"F",2011
"3838","Non UK-born","Mixed/Other","10",2506,"F",2011
"3839","Non UK-born","Mixed/Other","11",2736,"F",2011
"3840","Non UK-born","Mixed/Other","12",2883,"F",2011
"3841","Non UK-born","Mixed/Other","13",3112,"F",2011
"3842","Non UK-born","Mixed/Other","14",3187,"F",2011
"3843","Non UK-born","Mixed/Other","15",3072,"F",2011
"3844","Non UK-born","Mixed/Other","16",3230,"F",2011
"3845","Non UK-born","Mixed/Other","17",3319,"F",2011
"3846","Non UK-born","Mixed/Other","18",3551,"F",2011
"3847","Non UK-born","Mixed/Other","19",3853,"F",2011
"3848","Non UK-born","Mixed/Other","20",4360,"F",2011
"3849","Non UK-born","Mixed/Other","21",4820,"F",2011
"3850","Non UK-born","Mixed/Other","22",5004,"F",2011
"3851","Non UK-born","Mixed/Other","23",5412,"F",2011
"3852","Non UK-born","Mixed/Other","24",6015,"F",2011
"3853","Non UK-born","Mixed/Other","25",6306,"F",2011
"3854","Non UK-born","Mixed/Other","26",6566,"F",2011
"3855","Non UK-born","Mixed/Other","27",6595,"F",2011
"3856","Non UK-born","Mixed/Other","28",6949,"F",2011
"3857","Non UK-born","Mixed/Other","29",7492,"F",2011
"3858","Non UK-born","Mixed/Other","30",7662,"F",2011
"3859","Non UK-born","Mixed/Other","31",7832,"F",2011
"3860","Non UK-born","Mixed/Other","32",8363,"F",2011
"3861","Non UK-born","Mixed/Other","33",8588,"F",2011
"3862","Non UK-born","Mixed/Other","34",9161,"F",2011
"3863","Non UK-born","Mixed/Other","35",9410,"F",2011
"3864","Non UK-born","Mixed/Other","36",9374,"F",2011
"3865","Non UK-born","Mixed/Other","37",9168,"F",2011
"3866","Non UK-born","Mixed/Other","38",9017,"F",2011
"3867","Non UK-born","Mixed/Other","39",8927,"F",2011
"3868","Non UK-born","Mixed/Other","40",8111,"F",2011
"3869","Non UK-born","Mixed/Other","41",7769,"F",2011
"3870","Non UK-born","Mixed/Other","42",7106,"F",2011
"3871","Non UK-born","Mixed/Other","43",6349,"F",2011
