"","year","sex","age","ETH.group","CoB","timeinUK(0,1]","pop"
"451",2011,"M",18,"PAK","Non-UK born",FALSE,1424
"452",2011,"M",18,"PAK","Non-UK born",TRUE,817
"453",2011,"M",18,"PAK","UK born",NA,7073
"454",2011,"M",18,"WBI+WHO","Non-UK born",FALSE,8158
"455",2011,"M",18,"WBI+WHO","Non-UK born",TRUE,1081
"456",2011,"M",18,"WBI+WHO","UK born",NA,271994
"457",2011,"M",19,"BAN","Non-UK born",FALSE,735
"458",2011,"M",19,"BAN","Non-UK born",TRUE,435
"459",2011,"M",19,"BAN","UK born",NA,2757
"460",2011,"M",19,"BLA+BLC+OBL","Non-UK born",FALSE,4585
"461",2011,"M",19,"BLA+BLC+OBL","Non-UK born",TRUE,992
"462",2011,"M",19,"BLA+BLC+OBL","UK born",NA,8059
"463",2011,"M",19,"CHI+OAS","Non-UK born",FALSE,4572
"464",2011,"M",19,"CHI+OAS","Non-UK born",TRUE,1712
"465",2011,"M",19,"CHI+OAS","UK born",NA,4549
"466",2011,"M",19,"IND","Non-UK born",FALSE,2252
"467",2011,"M",19,"IND","Non-UK born",TRUE,968
"468",2011,"M",19,"IND","UK born",NA,6434
"469",2011,"M",19,"MIX","Non-UK born",FALSE,953
"470",2011,"M",19,"MIX","Non-UK born",TRUE,580
"471",2011,"M",19,"MIX","UK born",NA,10333
"472",2011,"M",19,"OTH","Non-UK born",FALSE,1904
"473",2011,"M",19,"OTH","Non-UK born",TRUE,685
"474",2011,"M",19,"OTH","UK born",NA,1945
"475",2011,"M",19,"PAK","Non-UK born",FALSE,1682
"476",2011,"M",19,"PAK","Non-UK born",TRUE,918
"477",2011,"M",19,"PAK","UK born",NA,6973
"478",2011,"M",19,"WBI+WHO","Non-UK born",FALSE,9867
"479",2011,"M",19,"WBI+WHO","Non-UK born",TRUE,1245
"480",2011,"M",19,"WBI+WHO","UK born",NA,278091
"481",2011,"M",20,"BAN","Non-UK born",FALSE,977
"482",2011,"M",20,"BAN","Non-UK born",TRUE,550
"483",2011,"M",20,"BAN","UK born",NA,2828
"484",2011,"M",20,"BLA+BLC+OBL","Non-UK born",FALSE,5494
"485",2011,"M",20,"BLA+BLC+OBL","Non-UK born",TRUE,1131
"486",2011,"M",20,"BLA+BLC+OBL","UK born",NA,7530
"487",2011,"M",20,"CHI+OAS","Non-UK born",FALSE,6513
"488",2011,"M",20,"CHI+OAS","Non-UK born",TRUE,2319
"489",2011,"M",20,"CHI+OAS","UK born",NA,5029
"490",2011,"M",20,"IND","Non-UK born",FALSE,2820
"491",2011,"M",20,"IND","Non-UK born",TRUE,1153
"492",2011,"M",20,"IND","UK born",NA,6245
"493",2011,"M",20,"MIX","Non-UK born",FALSE,1256
"494",2011,"M",20,"MIX","Non-UK born",TRUE,726
"495",2011,"M",20,"MIX","UK born",NA,10508
"496",2011,"M",20,"OTH","Non-UK born",FALSE,2621
"497",2011,"M",20,"OTH","Non-UK born",TRUE,897
"498",2011,"M",20,"OTH","UK born",NA,2078
"499",2011,"M",20,"PAK","Non-UK born",FALSE,2038
"500",2011,"M",20,"PAK","Non-UK born",TRUE,1058
"501",2011,"M",20,"PAK","UK born",NA,6533
"502",2011,"M",20,"WBI+WHO","Non-UK born",FALSE,12845
"503",2011,"M",20,"WBI+WHO","Non-UK born",TRUE,1541
"504",2011,"M",20,"WBI+WHO","UK born",NA,283175
"505",2011,"M",21,"BAN","Non-UK born",FALSE,1175
"506",2011,"M",21,"BAN","Non-UK born",TRUE,630
"507",2011,"M",21,"BAN","UK born",NA,2624
"508",2011,"M",21,"BLA+BLC+OBL","Non-UK born",FALSE,6209
"509",2011,"M",21,"BLA+BLC+OBL","Non-UK born",TRUE,1216
"510",2011,"M",21,"BLA+BLC+OBL","UK born",NA,6621
"511",2011,"M",21,"CHI+OAS","Non-UK born",FALSE,8133
"512",2011,"M",21,"CHI+OAS","Non-UK born",TRUE,2756
"513",2011,"M",21,"CHI+OAS","UK born",NA,4865
"514",2011,"M",21,"IND","Non-UK born",FALSE,3640
"515",2011,"M",21,"IND","Non-UK born",TRUE,1416
"516",2011,"M",21,"IND","UK born",NA,6233
"517",2011,"M",21,"MIX","Non-UK born",FALSE,1467
"518",2011,"M",21,"MIX","Non-UK born",TRUE,808
"519",2011,"M",21,"MIX","UK born",NA,9465
"520",2011,"M",21,"OTH","Non-UK born",FALSE,3155
"521",2011,"M",21,"OTH","Non-UK born",TRUE,1028
"522",2011,"M",21,"OTH","UK born",NA,1939
"523",2011,"M",21,"PAK","Non-UK born",FALSE,2522
"524",2011,"M",21,"PAK","Non-UK born",TRUE,1245
"525",2011,"M",21,"PAK","UK born",NA,6235
"526",2011,"M",21,"WBI+WHO","Non-UK born",FALSE,15926
"527",2011,"M",21,"WBI+WHO","Non-UK born",TRUE,1818
"528",2011,"M",21,"WBI+WHO","UK born",NA,274018
"529",2011,"M",22,"BAN","Non-UK born",FALSE,1169
"530",2011,"M",22,"BAN","Non-UK born",TRUE,596
"531",2011,"M",22,"BAN","UK born",NA,2481
"532",2011,"M",22,"BLA+BLC+OBL","Non-UK born",FALSE,5931
"533",2011,"M",22,"BLA+BLC+OBL","Non-UK born",TRUE,1105
"534",2011,"M",22,"BLA+BLC+OBL","UK born",NA,6070
"535",2011,"M",22,"CHI+OAS","Non-UK born",FALSE,8601
"536",2011,"M",22,"CHI+OAS","Non-UK born",TRUE,2773
"537",2011,"M",22,"CHI+OAS","UK born",NA,4915
"538",2011,"M",22,"IND","Non-UK born",FALSE,4306
"539",2011,"M",22,"IND","Non-UK born",TRUE,1593
"540",2011,"M",22,"IND","UK born",NA,7036
"541",2011,"M",22,"MIX","Non-UK born",FALSE,1456
"542",2011,"M",22,"MIX","Non-UK born",TRUE,762
"543",2011,"M",22,"MIX","UK born",NA,8925
"544",2011,"M",22,"OTH","Non-UK born",FALSE,3011
"545",2011,"M",22,"OTH","Non-UK born",TRUE,934
"546",2011,"M",22,"OTH","UK born",NA,1769
"547",2011,"M",22,"PAK","Non-UK born",FALSE,2606
"548",2011,"M",22,"PAK","Non-UK born",TRUE,1225
"549",2011,"M",22,"PAK","UK born",NA,6134
"550",2011,"M",22,"WBI+WHO","Non-UK born",FALSE,16285
"551",2011,"M",22,"WBI+WHO","Non-UK born",TRUE,1769
"552",2011,"M",22,"WBI+WHO","UK born",NA,269695
"553",2011,"M",23,"BAN","Non-UK born",FALSE,1503
"554",2011,"M",23,"BAN","Non-UK born",TRUE,729
"555",2011,"M",23,"BAN","UK born",NA,2180
"556",2011,"M",23,"BLA+BLC+OBL","Non-UK born",FALSE,6775
"557",2011,"M",23,"BLA+BLC+OBL","Non-UK born",TRUE,1201
"558",2011,"M",23,"BLA+BLC+OBL","UK born",NA,4780
"559",2011,"M",23,"CHI+OAS","Non-UK born",FALSE,8888
"560",2011,"M",23,"CHI+OAS","Non-UK born",TRUE,2726
"561",2011,"M",23,"CHI+OAS","UK born",NA,3486
"562",2011,"M",23,"IND","Non-UK born",FALSE,5815
"563",2011,"M",23,"IND","Non-UK born",TRUE,2047
"564",2011,"M",23,"IND","UK born",NA,6513
"565",2011,"M",23,"MIX","Non-UK born",FALSE,1886
"566",2011,"M",23,"MIX","Non-UK born",TRUE,940
"567",2011,"M",23,"MIX","UK born",NA,7900
"568",2011,"M",23,"OTH","Non-UK born",FALSE,3189
"569",2011,"M",23,"OTH","Non-UK born",TRUE,940
"570",2011,"M",23,"OTH","UK born",NA,1286
"571",2011,"M",23,"PAK","Non-UK born",FALSE,3446
"572",2011,"M",23,"PAK","Non-UK born",TRUE,1541
"573",2011,"M",23,"PAK","UK born",NA,5546
"574",2011,"M",23,"WBI+WHO","Non-UK born",FALSE,23300
"575",2011,"M",23,"WBI+WHO","Non-UK born",TRUE,2408
"576",2011,"M",23,"WBI+WHO","UK born",NA,266750
"577",2011,"M",24,"BAN","Non-UK born",FALSE,1589
"578",2011,"M",24,"BAN","Non-UK born",TRUE,733
"579",2011,"M",24,"BAN","UK born",NA,1911
"580",2011,"M",24,"BLA+BLC+OBL","Non-UK born",FALSE,7135
"581",2011,"M",24,"BLA+BLC+OBL","Non-UK born",TRUE,1204
"582",2011,"M",24,"BLA+BLC+OBL","UK born",NA,4210
"583",2011,"M",24,"CHI+OAS","Non-UK born",FALSE,8145
"584",2011,"M",24,"CHI+OAS","Non-UK born",TRUE,2377
"585",2011,"M",24,"CHI+OAS","UK born",NA,2661
"586",2011,"M",24,"IND","Non-UK born",FALSE,6616
"587",2011,"M",24,"IND","Non-UK born",TRUE,2217
"588",2011,"M",24,"IND","UK born",NA,6166
"589",2011,"M",24,"MIX","Non-UK born",FALSE,1997
"590",2011,"M",24,"MIX","Non-UK born",TRUE,947
"591",2011,"M",24,"MIX","UK born",NA,6935
"592",2011,"M",24,"OTH","Non-UK born",FALSE,3286
"593",2011,"M",24,"OTH","Non-UK born",TRUE,922
"594",2011,"M",24,"OTH","UK born",NA,1104
"595",2011,"M",24,"PAK","Non-UK born",FALSE,3904
"596",2011,"M",24,"PAK","Non-UK born",TRUE,1660
"597",2011,"M",24,"PAK","UK born",NA,5214
"598",2011,"M",24,"WBI+WHO","Non-UK born",FALSE,26604
"599",2011,"M",24,"WBI+WHO","Non-UK born",TRUE,2616
"600",2011,"M",24,"WBI+WHO","UK born",NA,255462
"601",2011,"M",25,"BAN","Non-UK born",FALSE,1579
"602",2011,"M",25,"BAN","Non-UK born",TRUE,693
"603",2011,"M",25,"BAN","UK born",NA,2072
"604",2011,"M",25,"BLA+BLC+OBL","Non-UK born",FALSE,7419
"605",2011,"M",25,"BLA+BLC+OBL","Non-UK born",TRUE,1191
"606",2011,"M",25,"BLA+BLC+OBL","UK born",NA,4820
"607",2011,"M",25,"CHI+OAS","Non-UK born",FALSE,7951
"608",2011,"M",25,"CHI+OAS","Non-UK born",TRUE,2208
"609",2011,"M",25,"CHI+OAS","UK born",NA,2849
"610",2011,"M",25,"IND","Non-UK born",FALSE,6759
"611",2011,"M",25,"IND","Non-UK born",TRUE,2154
"612",2011,"M",25,"IND","UK born",NA,6898
"613",2011,"M",25,"MIX","Non-UK born",FALSE,2017
"614",2011,"M",25,"MIX","Non-UK born",TRUE,910
"615",2011,"M",25,"MIX","UK born",NA,7643
"616",2011,"M",25,"OTH","Non-UK born",FALSE,4192
"617",2011,"M",25,"OTH","Non-UK born",TRUE,1119
"618",2011,"M",25,"OTH","UK born",NA,1545
"619",2011,"M",25,"PAK","Non-UK born",FALSE,3968
"620",2011,"M",25,"PAK","Non-UK born",TRUE,1606
"621",2011,"M",25,"PAK","UK born",NA,5791
"622",2011,"M",25,"WBI+WHO","Non-UK born",FALSE,24878
"623",2011,"M",25,"WBI+WHO","Non-UK born",TRUE,2327
"624",2011,"M",25,"WBI+WHO","UK born",NA,263692
"625",2011,"M",26,"BAN","Non-UK born",FALSE,2015
"626",2011,"M",26,"BAN","Non-UK born",TRUE,842
"627",2011,"M",26,"BAN","UK born",NA,1799
"628",2011,"M",26,"BLA+BLC+OBL","Non-UK born",FALSE,8378
"629",2011,"M",26,"BLA+BLC+OBL","Non-UK born",TRUE,1279
"630",2011,"M",26,"BLA+BLC+OBL","UK born",NA,3733
"631",2011,"M",26,"CHI+OAS","Non-UK born",FALSE,8455
"632",2011,"M",26,"CHI+OAS","Non-UK born",TRUE,2234
"633",2011,"M",26,"CHI+OAS","UK born",NA,2069
"634",2011,"M",26,"IND","Non-UK born",FALSE,8239
"635",2011,"M",26,"IND","Non-UK born",TRUE,2498
"636",2011,"M",26,"IND","UK born",NA,5737
"637",2011,"M",26,"MIX","Non-UK born",FALSE,2516
"638",2011,"M",26,"MIX","Non-UK born",TRUE,1079
"639",2011,"M",26,"MIX","UK born",NA,6482
"640",2011,"M",26,"OTH","Non-UK born",FALSE,4805
"641",2011,"M",26,"OTH","Non-UK born",TRUE,1220
"642",2011,"M",26,"OTH","UK born",NA,1210
"643",2011,"M",26,"PAK","Non-UK born",FALSE,4853
"644",2011,"M",26,"PAK","Non-UK born",TRUE,1868
"645",2011,"M",26,"PAK","UK born",NA,4822
"646",2011,"M",26,"WBI+WHO","Non-UK born",FALSE,35014
"647",2011,"M",26,"WBI+WHO","Non-UK born",TRUE,3117
"648",2011,"M",26,"WBI+WHO","UK born",NA,255211
"649",2011,"M",27,"BAN","Non-UK born",FALSE,1944
"650",2011,"M",27,"BAN","Non-UK born",TRUE,773
"651",2011,"M",27,"BAN","UK born",NA,1758
"652",2011,"M",27,"BLA+BLC+OBL","Non-UK born",FALSE,8444
"653",2011,"M",27,"BLA+BLC+OBL","Non-UK born",TRUE,1227
"654",2011,"M",27,"BLA+BLC+OBL","UK born",NA,3839
"655",2011,"M",27,"CHI+OAS","Non-UK born",FALSE,8075
"656",2011,"M",27,"CHI+OAS","Non-UK born",TRUE,2029
"657",2011,"M",27,"CHI+OAS","UK born",NA,2010
"658",2011,"M",27,"IND","Non-UK born",FALSE,7856
"659",2011,"M",27,"IND","Non-UK born",TRUE,2267
"660",2011,"M",27,"IND","UK born",NA,5557
"661",2011,"M",27,"MIX","Non-UK born",FALSE,2377
"662",2011,"M",27,"MIX","Non-UK born",TRUE,970
"663",2011,"M",27,"MIX","UK born",NA,6198
"664",2011,"M",27,"OTH","Non-UK born",FALSE,4702
"665",2011,"M",27,"OTH","Non-UK born",TRUE,1136
"666",2011,"M",27,"OTH","UK born",NA,1205
"667",2011,"M",27,"PAK","Non-UK born",FALSE,4849
"668",2011,"M",27,"PAK","Non-UK born",TRUE,1776
"669",2011,"M",27,"PAK","UK born",NA,4883
"670",2011,"M",27,"WBI+WHO","Non-UK born",FALSE,33633
"671",2011,"M",27,"WBI+WHO","Non-UK born",TRUE,2848
"672",2011,"M",27,"WBI+WHO","UK born",NA,250805
"673",2011,"M",28,"BAN","Non-UK born",FALSE,2218
"674",2011,"M",28,"BAN","Non-UK born",TRUE,839
"675",2011,"M",28,"BAN","UK born",NA,1556
"676",2011,"M",28,"BLA+BLC+OBL","Non-UK born",FALSE,9490
"677",2011,"M",28,"BLA+BLC+OBL","Non-UK born",TRUE,1312
"678",2011,"M",28,"BLA+BLC+OBL","UK born",NA,3374
"679",2011,"M",28,"CHI+OAS","Non-UK born",FALSE,8570
"680",2011,"M",28,"CHI+OAS","Non-UK born",TRUE,2049
"681",2011,"M",28,"CHI+OAS","UK born",NA,1661
"682",2011,"M",28,"IND","Non-UK born",FALSE,8890
"683",2011,"M",28,"IND","Non-UK born",TRUE,2441
"684",2011,"M",28,"IND","UK born",NA,4892
"685",2011,"M",28,"MIX","Non-UK born",FALSE,2735
"686",2011,"M",28,"MIX","Non-UK born",TRUE,1062
"687",2011,"M",28,"MIX","UK born",NA,5531
"688",2011,"M",28,"OTH","Non-UK born",FALSE,4995
"689",2011,"M",28,"OTH","Non-UK born",TRUE,1149
"690",2011,"M",28,"OTH","UK born",NA,997
"691",2011,"M",28,"PAK","Non-UK born",FALSE,5618
"692",2011,"M",28,"PAK","Non-UK born",TRUE,1958
"693",2011,"M",28,"PAK","UK born",NA,4392
"694",2011,"M",28,"WBI+WHO","Non-UK born",FALSE,41639
"695",2011,"M",28,"WBI+WHO","Non-UK born",TRUE,3355
"696",2011,"M",28,"WBI+WHO","UK born",NA,243318
"697",2011,"M",29,"BAN","Non-UK born",FALSE,2166
"698",2011,"M",29,"BAN","Non-UK born",TRUE,779
"699",2011,"M",29,"BAN","UK born",NA,1594
"700",2011,"M",29,"BLA+BLC+OBL","Non-UK born",FALSE,9222
"701",2011,"M",29,"BLA+BLC+OBL","Non-UK born",TRUE,1213
"702",2011,"M",29,"BLA+BLC+OBL","UK born",NA,3465
"703",2011,"M",29,"CHI+OAS","Non-UK born",FALSE,8314
"704",2011,"M",29,"CHI+OAS","Non-UK born",TRUE,1892
"705",2011,"M",29,"CHI+OAS","UK born",NA,1698
"706",2011,"M",29,"IND","Non-UK born",FALSE,9140
"707",2011,"M",29,"IND","Non-UK born",TRUE,2387
"708",2011,"M",29,"IND","UK born",NA,5293
"709",2011,"M",29,"MIX","Non-UK born",FALSE,2542
"710",2011,"M",29,"MIX","Non-UK born",TRUE,939
"711",2011,"M",29,"MIX","UK born",NA,5393
"712",2011,"M",29,"OTH","Non-UK born",FALSE,5110
"713",2011,"M",29,"OTH","Non-UK born",TRUE,1118
"714",2011,"M",29,"OTH","UK born",NA,1075
"715",2011,"M",29,"PAK","Non-UK born",FALSE,5507
"716",2011,"M",29,"PAK","Non-UK born",TRUE,1826
"717",2011,"M",29,"PAK","UK born",NA,4520
"718",2011,"M",29,"WBI+WHO","Non-UK born",FALSE,39868
"719",2011,"M",29,"WBI+WHO","Non-UK born",TRUE,3056
"720",2011,"M",29,"WBI+WHO","UK born",NA,246849
"721",2011,"M",30,"BAN","Non-UK born",FALSE,2098
"722",2011,"M",30,"BAN","Non-UK born",TRUE,718
"723",2011,"M",30,"BAN","UK born",NA,1798
"724",2011,"M",30,"BLA+BLC+OBL","Non-UK born",FALSE,9439
"725",2011,"M",30,"BLA+BLC+OBL","Non-UK born",TRUE,1181
"726",2011,"M",30,"BLA+BLC+OBL","UK born",NA,4159
"727",2011,"M",30,"CHI+OAS","Non-UK born",FALSE,8073
"728",2011,"M",30,"CHI+OAS","Non-UK born",TRUE,1748
"729",2011,"M",30,"CHI+OAS","UK born",NA,1926
"730",2011,"M",30,"IND","Non-UK born",FALSE,8617
"731",2011,"M",30,"IND","Non-UK born",TRUE,2141
"732",2011,"M",30,"IND","UK born",NA,5825
"733",2011,"M",30,"MIX","Non-UK born",FALSE,2257
"734",2011,"M",30,"MIX","Non-UK born",TRUE,793
"735",2011,"M",30,"MIX","UK born",NA,5573
"736",2011,"M",30,"OTH","Non-UK born",FALSE,5249
"737",2011,"M",30,"OTH","Non-UK born",TRUE,1092
"738",2011,"M",30,"OTH","UK born",NA,1291
"739",2011,"M",30,"PAK","Non-UK born",FALSE,5412
"740",2011,"M",30,"PAK","Non-UK born",TRUE,1707
"741",2011,"M",30,"PAK","UK born",NA,5175
"742",2011,"M",30,"WBI+WHO","Non-UK born",FALSE,35116
"743",2011,"M",30,"WBI+WHO","Non-UK born",TRUE,2561
"744",2011,"M",30,"WBI+WHO","UK born",NA,255501
"745",2011,"M",31,"BAN","Non-UK born",FALSE,2164
"746",2011,"M",31,"BAN","Non-UK born",TRUE,705
"747",2011,"M",31,"BAN","UK born",NA,1769
"748",2011,"M",31,"BLA+BLC+OBL","Non-UK born",FALSE,9605
"749",2011,"M",31,"BLA+BLC+OBL","Non-UK born",TRUE,1144
"750",2011,"M",31,"BLA+BLC+OBL","UK born",NA,4068
"751",2011,"M",31,"CHI+OAS","Non-UK born",FALSE,8705
"752",2011,"M",31,"CHI+OAS","Non-UK born",TRUE,1793
"753",2011,"M",31,"CHI+OAS","UK born",NA,1990
"754",2011,"M",31,"IND","Non-UK born",FALSE,8961
"755",2011,"M",31,"IND","Non-UK born",TRUE,2119
"756",2011,"M",31,"IND","UK born",NA,5796
"757",2011,"M",31,"MIX","Non-UK born",FALSE,2275
"758",2011,"M",31,"MIX","Non-UK born",TRUE,761
"759",2011,"M",31,"MIX","UK born",NA,5360
"760",2011,"M",31,"OTH","Non-UK born",FALSE,5400
"761",2011,"M",31,"OTH","Non-UK born",TRUE,1069
"762",2011,"M",31,"OTH","UK born",NA,1272
"763",2011,"M",31,"PAK","Non-UK born",FALSE,5615
"764",2011,"M",31,"PAK","Non-UK born",TRUE,1685
"765",2011,"M",31,"PAK","UK born",NA,5128
"766",2011,"M",31,"WBI+WHO","Non-UK born",FALSE,36459
"767",2011,"M",31,"WBI+WHO","Non-UK born",TRUE,2530
"768",2011,"M",31,"WBI+WHO","UK born",NA,255476
"769",2011,"M",32,"BAN","Non-UK born",FALSE,2148
"770",2011,"M",32,"BAN","Non-UK born",TRUE,665
"771",2011,"M",32,"BAN","UK born",NA,1548
"772",2011,"M",32,"BLA+BLC+OBL","Non-UK born",FALSE,10279
"773",2011,"M",32,"BLA+BLC+OBL","Non-UK born",TRUE,1164
"774",2011,"M",32,"BLA+BLC+OBL","UK born",NA,3864
"775",2011,"M",32,"CHI+OAS","Non-UK born",FALSE,8853
"776",2011,"M",32,"CHI+OAS","Non-UK born",TRUE,1735
"777",2011,"M",32,"CHI+OAS","UK born",NA,1791
"778",2011,"M",32,"IND","Non-UK born",FALSE,9260
"779",2011,"M",32,"IND","Non-UK born",TRUE,2083
"780",2011,"M",32,"IND","UK born",NA,5295
"781",2011,"M",32,"MIX","Non-UK born",FALSE,2321
"782",2011,"M",32,"MIX","Non-UK born",TRUE,739
"783",2011,"M",32,"MIX","UK born",NA,4819
"784",2011,"M",32,"OTH","Non-UK born",FALSE,5559
"785",2011,"M",32,"OTH","Non-UK born",TRUE,1047
"786",2011,"M",32,"OTH","UK born",NA,1159
"787",2011,"M",32,"PAK","Non-UK born",FALSE,5705
"788",2011,"M",32,"PAK","Non-UK born",TRUE,1629
"789",2011,"M",32,"PAK","UK born",NA,4596
"790",2011,"M",32,"WBI+WHO","Non-UK born",FALSE,38687
"791",2011,"M",32,"WBI+WHO","Non-UK born",TRUE,2554
"792",2011,"M",32,"WBI+WHO","UK born",NA,241147
"793",2011,"M",33,"BAN","Non-UK born",FALSE,2266
"794",2011,"M",33,"BAN","Non-UK born",TRUE,668
"795",2011,"M",33,"BAN","UK born",NA,1510
"796",2011,"M",33,"BLA+BLC+OBL","Non-UK born",FALSE,9908
"797",2011,"M",33,"BLA+BLC+OBL","Non-UK born",TRUE,1068
"798",2011,"M",33,"BLA+BLC+OBL","UK born",NA,3465
"799",2011,"M",33,"CHI+OAS","Non-UK born",FALSE,8723
"800",2011,"M",33,"CHI+OAS","Non-UK born",TRUE,1626
"801",2011,"M",33,"CHI+OAS","UK born",NA,1636
"802",2011,"M",33,"IND","Non-UK born",FALSE,8832
"803",2011,"M",33,"IND","Non-UK born",TRUE,1890
"804",2011,"M",33,"IND","UK born",NA,4679
"805",2011,"M",33,"MIX","Non-UK born",FALSE,2233
"806",2011,"M",33,"MIX","Non-UK born",TRUE,676
"807",2011,"M",33,"MIX","UK born",NA,4282
"808",2011,"M",33,"OTH","Non-UK born",FALSE,5445
"809",2011,"M",33,"OTH","Non-UK born",TRUE,976
"810",2011,"M",33,"OTH","UK born",NA,1053
"811",2011,"M",33,"PAK","Non-UK born",FALSE,5540
"812",2011,"M",33,"PAK","Non-UK born",TRUE,1505
"813",2011,"M",33,"PAK","UK born",NA,4128
"814",2011,"M",33,"WBI+WHO","Non-UK born",FALSE,38277
"815",2011,"M",33,"WBI+WHO","Non-UK born",TRUE,2404
"816",2011,"M",33,"WBI+WHO","UK born",NA,222348
"817",2011,"M",34,"BAN","Non-UK born",FALSE,2284
"818",2011,"M",34,"BAN","Non-UK born",TRUE,641
"819",2011,"M",34,"BAN","UK born",NA,1577
"820",2011,"M",34,"BLA+BLC+OBL","Non-UK born",FALSE,9845
"821",2011,"M",34,"BLA+BLC+OBL","Non-UK born",TRUE,1009
"822",2011,"M",34,"BLA+BLC+OBL","UK born",NA,3592
"823",2011,"M",34,"CHI+OAS","Non-UK born",FALSE,9001
"824",2011,"M",34,"CHI+OAS","Non-UK born",TRUE,1596
"825",2011,"M",34,"CHI+OAS","UK born",NA,1756
"826",2011,"M",34,"IND","Non-UK born",FALSE,8731
"827",2011,"M",34,"IND","Non-UK born",TRUE,1778
"828",2011,"M",34,"IND","UK born",NA,4808
"829",2011,"M",34,"MIX","Non-UK born",FALSE,2077
"830",2011,"M",34,"MIX","Non-UK born",TRUE,598
"831",2011,"M",34,"MIX","UK born",NA,4128
"832",2011,"M",34,"OTH","Non-UK born",FALSE,5224
"833",2011,"M",34,"OTH","Non-UK born",TRUE,891
"834",2011,"M",34,"OTH","UK born",NA,1052
"835",2011,"M",34,"PAK","Non-UK born",FALSE,5337
"836",2011,"M",34,"PAK","Non-UK born",TRUE,1379
"837",2011,"M",34,"PAK","UK born",NA,4125
"838",2011,"M",34,"WBI+WHO","Non-UK born",FALSE,36282
"839",2011,"M",34,"WBI+WHO","Non-UK born",TRUE,2168
"840",2011,"M",34,"WBI+WHO","UK born",NA,220317
"841",2011,"M",35,"BAN","Non-UK born",FALSE,2075
"842",2011,"M",35,"BAN","Non-UK born",TRUE,553
"843",2011,"M",35,"BAN","UK born",NA,1762
"844",2011,"M",35,"BLA+BLC+OBL","Non-UK born",FALSE,9400
"845",2011,"M",35,"BLA+BLC+OBL","Non-UK born",TRUE,917
"846",2011,"M",35,"BLA+BLC+OBL","UK born",NA,4243
"847",2011,"M",35,"CHI+OAS","Non-UK born",FALSE,8470
"848",2011,"M",35,"CHI+OAS","Non-UK born",TRUE,1429
"849",2011,"M",35,"CHI+OAS","UK born",NA,2039
"850",2011,"M",35,"IND","Non-UK born",FALSE,7806
"851",2011,"M",35,"IND","Non-UK born",TRUE,1512
"852",2011,"M",35,"IND","UK born",NA,5297
"853",2011,"M",35,"MIX","Non-UK born",FALSE,1718
"854",2011,"M",35,"MIX","Non-UK born",TRUE,471
"855",2011,"M",35,"MIX","UK born",NA,4200
"856",2011,"M",35,"OTH","Non-UK born",FALSE,4638
"857",2011,"M",35,"OTH","Non-UK born",TRUE,753
"858",2011,"M",35,"OTH","UK born",NA,1152
"859",2011,"M",35,"PAK","Non-UK born",FALSE,4516
"860",2011,"M",35,"PAK","Non-UK born",TRUE,1110
"861",2011,"M",35,"PAK","UK born",NA,4294
"862",2011,"M",35,"WBI+WHO","Non-UK born",FALSE,30957
"863",2011,"M",35,"WBI+WHO","Non-UK born",TRUE,1760
"864",2011,"M",35,"WBI+WHO","UK born",NA,232974
"865",2011,"M",36,"BAN","Non-UK born",FALSE,2139
"866",2011,"M",36,"BAN","Non-UK born",TRUE,543
"867",2011,"M",36,"BAN","UK born",NA,1551
"868",2011,"M",36,"BLA+BLC+OBL","Non-UK born",FALSE,9685
"869",2011,"M",36,"BLA+BLC+OBL","Non-UK born",TRUE,899
"870",2011,"M",36,"BLA+BLC+OBL","UK born",NA,3755
"871",2011,"M",36,"CHI+OAS","Non-UK born",FALSE,8829
"872",2011,"M",36,"CHI+OAS","Non-UK born",TRUE,1417
"873",2011,"M",36,"CHI+OAS","UK born",NA,1821
"874",2011,"M",36,"IND","Non-UK born",FALSE,7547
"875",2011,"M",36,"IND","Non-UK born",TRUE,1391
"876",2011,"M",36,"IND","UK born",NA,4384
"877",2011,"M",36,"MIX","Non-UK born",FALSE,1752
"878",2011,"M",36,"MIX","Non-UK born",TRUE,457
"879",2011,"M",36,"MIX","UK born",NA,3654
"880",2011,"M",36,"OTH","Non-UK born",FALSE,4758
"881",2011,"M",36,"OTH","Non-UK born",TRUE,734
"882",2011,"M",36,"OTH","UK born",NA,1012
"883",2011,"M",36,"PAK","Non-UK born",FALSE,4381
"884",2011,"M",36,"PAK","Non-UK born",TRUE,1025
"885",2011,"M",36,"PAK","UK born",NA,3559
"886",2011,"M",36,"WBI+WHO","Non-UK born",FALSE,36527
"887",2011,"M",36,"WBI+WHO","Non-UK born",TRUE,1976
"888",2011,"M",36,"WBI+WHO","UK born",NA,236513
"889",2011,"M",37,"BAN","Non-UK born",FALSE,2081
"890",2011,"M",37,"BAN","Non-UK born",TRUE,502
"891",2011,"M",37,"BAN","UK born",NA,1912
"892",2011,"M",37,"BLA+BLC+OBL","Non-UK born",FALSE,8615
"893",2011,"M",37,"BLA+BLC+OBL","Non-UK born",TRUE,761
"894",2011,"M",37,"BLA+BLC+OBL","UK born",NA,4257
"895",2011,"M",37,"CHI+OAS","Non-UK born",FALSE,8295
"896",2011,"M",37,"CHI+OAS","Non-UK born",TRUE,1267
"897",2011,"M",37,"CHI+OAS","UK born",NA,2175
"898",2011,"M",37,"IND","Non-UK born",FALSE,6552
